model,accuracy,precision_pos,recall_pos,f1_pos,roc_auc,pr_auc,brier
logreg_binary_merge12,0.7316304005045727,0.3108131537883604,0.7607865327486207,0.44132611193172494,0.8196422342353251,0.39263193200971014,0.1775055580349578
rf_binary_merge12,0.856571270892463,0.45648535564853554,0.1543358325081341,0.2306797758748282,0.7942314606380563,0.35680351611327477,0.1042932001224643
hgb_binary_merge12,0.8655392620624409,0.5614733698357391,0.1595699533173009,0.24851288830138796,0.8269004849044935,0.42368050057382395,0.09741182603860604
